,index,schoolName,Category,Cohort,year,nrStudents,dropoutperc,lon,lat,district
644,13802,CAPTAIN VERNON A RICHARDS HS FOR FIRE AND LIFE SAF,All Students,4 year August,2012,53,9.433962,-73.9286573,40.6586476,Brooklyn
645,13810,CAPTAIN VERNON A RICHARDS HS FOR FIRE AND LIFE SAF,All Students,4 year June,2012,53,9.433962,-73.9286573,40.6586476,Brooklyn
646,13846,HS FOR CIVIL RIGHTS,All Students,4 year August,2012,78,10.25641,-73.8981465,40.6411019,Brooklyn
647,13854,HS FOR CIVIL RIGHTS,All Students,4 year June,2012,78,10.25641,-73.8981465,40.6411019,Brooklyn
648,13890,PERFORMING ARTS AND TECHNOLOGY HS,All Students,4 year August,2012,108,5.555555,-73.9215435,40.6477763,Brooklyn
649,13898,PERFORMING ARTS AND TECHNOLOGY HS,All Students,4 year June,2012,108,5.555555,-73.9215435,40.6477763,Brooklyn
650,13934,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HS,All Students,4 year August,2012,69,15.94202,-73.8981465,40.6411019,Brooklyn
651,13942,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HS,All Students,4 year June,2012,69,15.94202,-73.8981465,40.6411019,Brooklyn
652,13978,MULTICULTURAL HS,All Students,4 year August,2012,46,17.3913,-73.8985818737,40.64579815,Brooklyn
653,13985,MULTICULTURAL HS,All Students,4 year June,2012,46,17.3913,-73.8985818737,40.64579815,Brooklyn
654,14009,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HS,All Students,4 year August,2012,246,8.130081,-73.9175543,40.6336432,Brooklyn
655,14017,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HS,All Students,4 year June,2012,246,8.130081,-73.9175543,40.6336432,Brooklyn
656,14056,ACADEMY OF INNOVATIVE TECHNOLOGY,All Students,4 year August,2012,87,4.597701,-73.8981465,40.6411019,Brooklyn
657,14063,ACADEMY OF INNOVATIVE TECHNOLOGY,All Students,4 year June,2012,87,4.597701,-73.8981465,40.6411019,Brooklyn
658,14087,BROOKLYN LAB SCHOOL,All Students,4 year August,2012,81,16.04938,-73.9206099277,40.6597896,Brooklyn
659,14094,BROOKLYN LAB SCHOOL,All Students,4 year June,2012,81,16.04938,-73.9206099277,40.6597896,Brooklyn
660,14115,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,All Students,4 year August,2012,82,15.85365,-73.8751834898,40.6582030408,Brooklyn
661,14123,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,All Students,4 year June,2012,82,15.85365,-73.8751834898,40.6582030408,Brooklyn
662,14152,W H MAXWELL CAREER AND TECHNICAL EDUCATION HS,All Students,4 year August,2012,106,15.09433,-73.8867556007,40.6612937,Brooklyn
663,14160,W H MAXWELL CAREER AND TECHNICAL EDUCATION HS,All Students,4 year June,2012,106,15.09433,-73.8867556007,40.6612937,Brooklyn
664,14199,SCHOOL FOR CLASSICS,All Students,4 year August,2012,74,10.81081,-73.8830419,40.684972,Brooklyn
665,14205,SCHOOL FOR CLASSICS,All Students,4 year June,2012,74,10.81081,-73.8830419,40.684972,Brooklyn
666,14227,NEW UTRECHT HS,All Students,4 year August,2012,730,8.082191,-73.8951366397,40.6669096,Brooklyn
667,14235,NEW UTRECHT HS,All Students,4 year June,2012,730,8.082191,-73.8951366397,40.6669096,Brooklyn
668,14274,HS OF TELECOMMUNICATION ARTS AND TECHNOLOGY,All Students,4 year August,2012,299,3.010033,-73.8951366397,40.6669096,Brooklyn
669,14282,HS OF TELECOMMUNICATION ARTS AND TECHNOLOGY,All Students,4 year June,2012,299,3.010033,-73.8951366397,40.6669096,Brooklyn
670,14321,FORT HAMILTON HS,All Students,4 year August,2012,1066,9.380863,-73.8951366397,40.6669096,Brooklyn
671,14329,FORT HAMILTON HS,All Students,4 year June,2012,1066,9.380863,-73.8951366397,40.6669096,Brooklyn
672,14368,FRANKLIN DELANO ROOSEVELT HS,All Students,4 year August,2012,771,13.35927,-73.8951366397,40.6669096,Brooklyn
673,14376,FRANKLIN DELANO ROOSEVELT HS,All Students,4 year June,2012,771,13.35927,-73.8951366397,40.6669096,Brooklyn
674,14415,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,All Students,4 year August,2012,63,3.174603,-73.8951366397,40.6669096,Brooklyn
675,14420,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,All Students,4 year June,2012,63,3.174603,-73.8951366397,40.6669096,Brooklyn
676,14436,INTERNATIONAL HS AT LAFAYETTE,All Students,4 year August,2012,71,18.30985,-73.8830419,40.684972,Brooklyn
677,14444,INTERNATIONAL HS AT LAFAYETTE,All Students,4 year June,2012,71,18.30985,-73.8830419,40.684972,Brooklyn
678,14471,RACHEL CARSON HS FOR COASTAL STUDIES,All Students,4 year August,2012,136,6.617647,-73.8752296,40.6785352,Brooklyn
679,14479,RACHEL CARSON HS FOR COASTAL STUDIES,All Students,4 year June,2012,136,6.617647,-73.8752296,40.6785352,Brooklyn
680,14512,HS OF SPORTS MANAGEMENT,All Students,4 year August,2012,62,4.838709,-73.8830419,40.684972,Brooklyn
681,14520,HS OF SPORTS MANAGEMENT,All Students,4 year June,2012,62,4.838709,-73.8830419,40.684972,Brooklyn
682,14571,ABRAHAM LINCOLN HS,All Students,4 year August,2012,495,11.31313,-73.8830419,40.684972,Brooklyn
683,14579,ABRAHAM LINCOLN HS,All Students,4 year June,2012,495,11.31313,-73.8830419,40.684972,Brooklyn
684,14618,KINGSBOROUGH EARLY COLLEGE SCHOOL,All Students,4 year August,2012,81,1.234567,-73.896066,40.673796,Brooklyn
685,14622,KINGSBOROUGH EARLY COLLEGE SCHOOL,All Students,4 year June,2012,81,1.234567,-73.896066,40.673796,Brooklyn
686,14634,EDWARD R MURROW HS,All Students,4 year August,2012,912,2.41228,-73.8743621992,40.66993855,Brooklyn
687,14642,EDWARD R MURROW HS,All Students,4 year June,2012,912,2.41228,-73.8743621992,40.66993855,Brooklyn
688,14681,JOHN DEWEY HS,All Students,4 year August,2012,443,4.740406,-73.8830419,40.684972,Brooklyn
689,14689,JOHN DEWEY HS,All Students,4 year June,2012,443,4.740406,-73.8830419,40.684972,Brooklyn
690,14728,LIFE ACADEMY HS FOR FILM AND MUSIC,All Students,4 year August,2012,75,0.0,-74.0027186895,40.6132892,Brooklyn
691,14735,LIFE ACADEMY HS FOR FILM AND MUSIC,All Students,4 year June,2012,75,0.0,-74.0027186895,40.6132892,Brooklyn
692,14759,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADER,All Students,4 year August,2012,65,4.615384,-74.023252142,40.6367173,Brooklyn
693,14767,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADER,All Students,4 year June,2012,65,4.615384,-74.023252142,40.6367173,Brooklyn
694,14797,WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HS,All Students,4 year August,2012,97,17.52577,-74.0397374,40.627236,Brooklyn
695,14805,WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HS,All Students,4 year June,2012,97,17.52577,-74.0397374,40.627236,Brooklyn
696,14844,BROOKLYN STUDIO SECONDARY SCHOOL,All Students,4 year August,2012,159,6.289308,-73.981595138,40.62115015,Brooklyn
697,14852,BROOKLYN STUDIO SECONDARY SCHOOL,All Students,4 year June,2012,159,6.289308,-73.981595138,40.62115015,Brooklyn
698,14891,LIBERATION DIPLOMA PLUS,All Students,4 year August,2012,69,24.63768,-73.9825418078,40.63496065,Brooklyn
699,14899,LIBERATION DIPLOMA PLUS,All Students,4 year June,2012,69,24.63768,-73.9825418078,40.63496065,Brooklyn
700,14935,MIDWOOD HS,All Students,4 year August,2012,1065,1.502347,-73.9862499,40.5934382,Brooklyn
701,14943,MIDWOOD HS,All Students,4 year June,2012,1065,1.502347,-73.9862499,40.5934382,Brooklyn
702,14982,JAMES MADISON HS,All Students,4 year August,2012,754,9.018567,-73.9717112135,40.5821230081,Brooklyn
703,14990,JAMES MADISON HS,All Students,4 year June,2012,754,9.018567,-73.9717112135,40.5821230081,Brooklyn
704,15029,SHEEPSHEAD BAY HS,All Students,4 year August,2012,167,14.97005,-73.9862499,40.5934382,Brooklyn
705,15037,SHEEPSHEAD BAY HS,All Students,4 year June,2012,167,14.97005,-73.9862499,40.5934382,Brooklyn
706,15076,LEON M GOLDSTEIN HS FOR THE SCIENCES,All Students,4 year August,2012,265,0.7547169,-73.9862499,40.5934382,Brooklyn
707,15084,LEON M GOLDSTEIN HS FOR THE SCIENCES,All Students,4 year June,2012,265,0.7547169,-73.9862499,40.5934382,Brooklyn
708,15123,BROOKLYN COLLEGE ACADEMY,All Students,4 year August,2012,147,0.0,-73.9683393686,40.582368,Brooklyn
709,15131,BROOKLYN COLLEGE ACADEMY,All Students,4 year June,2012,147,0.0,-73.9683393686,40.582368,Brooklyn
710,15188,PROFESSIONAL PATHWAYS HS,All Students,4 year August,2012,102,14.70588,-73.9589687577,40.6197588,Brooklyn
711,15191,PROFESSIONAL PATHWAYS HS,All Students,4 year June,2012,102,14.70588,-73.9589687577,40.6197588,Brooklyn
712,15203,BROOKLYN COLLEGIATE,All Students,4 year August,2012,86,8.139534,-73.9817181,40.5881877,Brooklyn
713,15211,BROOKLYN COLLEGIATE,All Students,4 year June,2012,86,8.139534,-73.9817181,40.5881877,Brooklyn
714,15247,FREDERICK DOUGLASS ACADEMY VII HS,All Students,4 year August,2012,72,20.83333,-73.9862499,40.5934382,Brooklyn
715,15255,FREDERICK DOUGLASS ACADEMY VII HS,All Students,4 year June,2012,72,20.83333,-73.9862499,40.5934382,Brooklyn
716,15291,BROOKLYN DEMOCRACY ACADEMY,All Students,4 year August,2012,72,11.11111,-73.9862499,40.5934382,Brooklyn
717,15299,BROOKLYN DEMOCRACY ACADEMY,All Students,4 year June,2012,72,11.11111,-73.9862499,40.5934382,Brooklyn
718,15329,EAGLE ACADEMY FOR YOUNG MEN II,All Students,4 year August,2012,71,0.0,-73.9634886404,40.5833954,Brooklyn
719,15331,EAGLE ACADEMY FOR YOUNG MEN II,All Students,4 year June,2012,71,0.0,-73.9634886404,40.5833954,Brooklyn
720,15361,ASPIRATIONS DIPLOMA PLUS HS,All Students,4 year August,2012,112,16.07142,-73.9856361988,40.57715905,Brooklyn
721,15369,ASPIRATIONS DIPLOMA PLUS HS,All Students,4 year June,2012,112,16.07142,-73.9856361988,40.57715905,Brooklyn
722,15399,METROPOLITAN DIPLOMA PLUS HS,All Students,4 year August,2012,77,11.68831,-73.9525803,40.6328096,Brooklyn
723,15407,METROPOLITAN DIPLOMA PLUS HS,All Students,4 year June,2012,77,11.68831,-73.9525803,40.6328096,Brooklyn
724,15437,TEACHERS PREPARATORY HS,All Students,4 year August,2012,91,9.890109,-73.9477278263,40.6102333,Brooklyn
725,15445,TEACHERS PREPARATORY HS,All Students,4 year June,2012,91,9.890109,-73.9477278263,40.6102333,Brooklyn
726,15483,ACADEMY OF FINANCE AND ENTERPRISE,All Students,4 year August,2012,124,1.612903,-73.9366740183,40.59351635,Brooklyn
727,15491,ACADEMY OF FINANCE AND ENTERPRISE,All Students,4 year June,2012,124,1.612903,-73.9366740183,40.59351635,Brooklyn
728,15521,HS OF APPLIED COMMUNICATION,All Students,4 year August,2012,108,2.777777,-73.9351602236,40.58036435,Brooklyn
729,15529,HS OF APPLIED COMMUNICATION,All Students,4 year June,2012,108,2.777777,-73.9351602236,40.58036435,Brooklyn
730,15557,CIVIC LEADERSHIP ACADEMY,All Students,4 year August,2012,112,4.464285,-73.953803,40.631698,Brooklyn
731,15562,CIVIC LEADERSHIP ACADEMY,All Students,4 year June,2012,112,4.464285,-73.953803,40.631698,Brooklyn
732,15578,PAN AMERICAN INTERNATIONAL HS,All Students,4 year August,2012,70,18.57142,-73.9867416933,40.598032,Brooklyn
733,15585,PAN AMERICAN INTERNATIONAL HS,All Students,4 year June,2012,70,18.57142,-73.9867416933,40.598032,Brooklyn
734,15609,BARD HS EARLY COLLEGE QUEENS,All Students,4 year August,2012,154,0.0,-73.9366740183,40.59351635,Brooklyn
735,15617,BARD HS EARLY COLLEGE QUEENS,All Students,4 year June,2012,154,0.0,-73.9366740183,40.59351635,Brooklyn
736,15644,NEWTOWN HS,All Students,4 year August,2012,403,15.63275,-73.9366740183,40.59351635,Brooklyn
737,15652,NEWTOWN HS,All Students,4 year June,2012,403,15.63275,-73.9366740183,40.59351635,Brooklyn
738,15691,GROVER CLEVELAND HS,All Students,4 year August,2012,388,13.65979,-73.9132592676,40.6745211,Brooklyn
739,15699,GROVER CLEVELAND HS,All Students,4 year June,2012,388,13.65979,-73.9132592676,40.6745211,Brooklyn
740,15738,MIDDLE COLLEGE HS AT LAGUARDIA COMMUNITY COLLEGE,All Students,4 year August,2012,173,2.890173,-73.9120864553,40.66552085,Brooklyn
741,15746,MIDDLE COLLEGE HS AT LAGUARDIA COMMUNITY COLLEGE,All Students,4 year June,2012,173,2.890173,-73.9120864553,40.66552085,Brooklyn
742,15785,INTERNATIONAL HS AT LAGUARDIA COMMUNITY COLLEGE,All Students,4 year August,2012,167,2.994011,-73.9066875557,40.65576405,Brooklyn
743,15793,INTERNATIONAL HS AT LAGUARDIA COMMUNITY COLLEGE,All Students,4 year June,2012,167,2.994011,-73.9066875557,40.65576405,Brooklyn
744,15832,HS FOR ARTS AND BUSINESS,All Students,4 year August,2012,217,4.147465,-73.9158349953,40.67823125,Brooklyn
745,15840,HS FOR ARTS AND BUSINESS,All Students,4 year June,2012,217,4.147465,-73.9158349953,40.67823125,Brooklyn
746,15879,ROBERT F WAGNER JR SECONDARY SCHOOL FOR ARTS AND T,All Students,4 year August,2012,133,1.503759,-73.9039823067,40.677575,Brooklyn
747,15887,ROBERT F WAGNER JR SECONDARY SCHOOL FOR ARTS AND T,All Students,4 year June,2012,133,1.503759,-73.9039823067,40.677575,Brooklyn
748,15926,MASPETH HS,All Students,4 year August,2012,237,0.4219409,-73.904408,40.677591,Brooklyn
749,15928,MASPETH HS,All Students,4 year June,2012,237,0.4219409,-73.904408,40.677591,Brooklyn
750,15932,QUEENS VOCATIONAL AND TECHNICAL HS,All Students,4 year August,2012,418,6.698564,-73.9066875557,40.65576405,Brooklyn
751,15940,QUEENS VOCATIONAL AND TECHNICAL HS,All Students,4 year June,2012,418,6.698564,-73.9066875557,40.65576405,Brooklyn
752,15979,AVIATION CAREER & TECHNICAL EDUCATION HS,All Students,4 year August,2012,469,0.6396588,-73.9495822,40.6501038,Brooklyn
753,15987,AVIATION CAREER & TECHNICAL EDUCATION HS,All Students,4 year June,2012,469,0.6396588,-73.9495822,40.6501038,Brooklyn
754,16026,VOYAGES PREPARATORY,All Students,4 year August,2012,65,24.61538,-73.874426,40.7408886,Queens
755,16034,VOYAGES PREPARATORY,All Students,4 year June,2012,65,24.61538,-73.874426,40.7408886,Queens
756,16066,QUEENS SCHOOL OF INQUIRY,All Students,4 year August,2012,75,2.666666,-73.9403805,40.7458356,Queens
757,16071,QUEENS SCHOOL OF INQUIRY,All Students,4 year June,2012,75,2.666666,-73.9403805,40.7458356,Queens
758,16087,FLUSHING INTERNATIONAL HS,All Students,4 year August,2012,94,6.382978,-73.9403805,40.7458356,Queens
759,16095,FLUSHING INTERNATIONAL HS,All Students,4 year June,2012,94,6.382978,-73.9403805,40.7458356,Queens
760,16125,EAST WEST SCHOOL OF INTERNATIONAL STUDIES,All Students,4 year August,2012,86,0.0,-73.8714977,40.74336015,Queens
761,16133,EAST WEST SCHOOL OF INTERNATIONAL STUDIES,All Students,4 year June,2012,86,0.0,-73.8714977,40.74336015,Queens
762,16160,WORLD JOURNALISM PREPARATORY,All Students,4 year August,2012,102,1.960784,-73.8714977,40.74336015,Queens
763,16168,WORLD JOURNALISM PREPARATORY,All Students,4 year June,2012,102,1.960784,-73.8714977,40.74336015,Queens
764,16195,JOHN BOWNE HS,All Students,4 year August,2012,783,11.11111,-73.9403805,40.7458356,Queens
765,16203,JOHN BOWNE HS,All Students,4 year June,2012,783,11.11111,-73.9403805,40.7458356,Queens
766,16242,FLUSHING HS,All Students,4 year August,2012,537,17.87709,-73.874426,40.7408886,Queens
767,16250,FLUSHING HS,All Students,4 year June,2012,537,17.87709,-73.874426,40.7408886,Queens
768,16289,TOWNSEND HARRIS HS,All Students,4 year August,2012,281,0.0,-73.909241,40.71164,Queens
769,16297,TOWNSEND HARRIS HS,All Students,4 year June,2012,281,0.0,-73.909241,40.71164,Queens
770,16336,QUEENS ACADEMY HS,All Students,4 year August,2012,146,15.75342,-73.9403805,40.7458356,Queens
771,16344,QUEENS ACADEMY HS,All Students,4 year June,2012,146,15.75342,-73.9403805,40.7458356,Queens
772,16383,ROBERT F KENNEDY COMMUNITY HS,All Students,4 year August,2012,170,3.529411,-73.933398,40.743415,Queens
773,16391,ROBERT F KENNEDY COMMUNITY HS,All Students,4 year June,2012,170,3.529411,-73.933398,40.743415,Queens
774,16430,NORTH QUEENS COMMUNITY HS,All Students,4 year August,2012,72,16.66666,-73.8530015,40.7375492,Queens
775,16438,NORTH QUEENS COMMUNITY HS,All Students,4 year June,2012,72,16.66666,-73.8530015,40.7375492,Queens
776,16474,BENJAMIN N CARDOZO HS,All Students,4 year August,2012,866,2.886836,-73.936414,40.742643,Queens
777,16482,BENJAMIN N CARDOZO HS,All Students,4 year June,2012,866,2.886836,-73.936414,40.742643,Queens
778,16521,FRANCIS LEWIS HS,All Students,4 year August,2012,1094,4.29616,-73.8872009,40.728612,Queens
779,16529,FRANCIS LEWIS HS,All Students,4 year June,2012,1094,4.29616,-73.8872009,40.728612,Queens
780,16568,MARTIN VAN BUREN HS,All Students,4 year August,2012,410,10.9756,-73.9531855,40.745492,Queens
781,16576,MARTIN VAN BUREN HS,All Students,4 year June,2012,410,10.9756,-73.9531855,40.745492,Queens
782,16615,BAYSIDE HS,All Students,4 year August,2012,778,1.156812,-73.929282,40.743581,Queens
783,16623,BAYSIDE HS,All Students,4 year June,2012,778,1.285347,-73.929282,40.743581,Queens
784,16662,QUEENS HS OF TEACHING LIBERAL ARTS AND THE SCIENCE,All Students,4 year August,2012,283,2.473498,-73.8714977,40.74336015,Queens
785,16670,QUEENS HS OF TEACHING LIBERAL ARTS AND THE SCIENCE,All Students,4 year June,2012,283,2.473498,-73.8714977,40.74336015,Queens
786,16706,FREDERICK DOUGLASS ACADEMY VI HS,All Students,4 year August,2012,106,15.09433,-73.826964,40.764961,Queens
787,16714,FREDERICK DOUGLASS ACADEMY VI HS,All Students,4 year June,2012,106,15.09433,-73.826964,40.764961,Queens
788,16747,VOYAGES PREP SOUTH QUEENS,All Students,4 year August,2012,120,15.0,-73.809477,40.724183,Queens
789,16750,VOYAGES PREP SOUTH QUEENS,All Students,4 year June,2012,120,15.0,-73.809477,40.724183,Queens
790,16762,CHANNEL VIEW SCHOOL FOR RESEARCH,All Students,4 year August,2012,124,0.8064516,-73.818037,40.760319,Queens
791,16770,CHANNEL VIEW SCHOOL FOR RESEARCH,All Students,4 year June,2012,124,0.8064516,-73.818037,40.760319,Queens
792,16800,QUEENS HS FOR INFORMATION RESEARCH AND TECHNOLOGY,All Students,4 year August,2012,82,10.9756,-73.821594,40.749547,Queens
793,16807,QUEENS HS FOR INFORMATION RESEARCH AND TECHNOLOGY,All Students,4 year June,2012,82,10.9756,-73.821594,40.749547,Queens
794,16831,ROBERT H GODDARD HS OF COMMUNICATION ARTS AND TECH,All Students,4 year August,2012,151,3.311258,-73.789775,40.764968,Queens
795,16836,ROBERT H GODDARD HS OF COMMUNICATION ARTS AND TECH,All Students,4 year June,2012,151,3.311258,-73.789775,40.764968,Queens
796,16852,ACADEMY OF MEDICAL TECHNOLOGY,All Students,4 year August,2012,90,14.44444,-73.824042,40.738615,Queens
797,16857,ACADEMY OF MEDICAL TECHNOLOGY,All Students,4 year June,2012,90,14.44444,-73.824042,40.738615,Queens
798,16873,SCHOLARS ACADEMY,All Students,4 year August,2012,112,0.0,-73.826567,40.765148,Queens
799,16879,SCHOLARS ACADEMY,All Students,4 year June,2012,112,0.0,-73.826567,40.765148,Queens
800,16899,ROCKAWAY PARK HS FOR ENVIRONMENTAL SUSTAINABILITY,All Students,4 year August,2012,95,22.10526,-73.821419,40.734848,Queens
801,16904,ROCKAWAY PARK HS FOR ENVIRONMENTAL SUSTAINABILITY,All Students,4 year June,2012,95,22.10526,-73.821419,40.734848,Queens
802,16920,ROCKAWAY COLLEGIATE HS,All Students,4 year August,2012,101,19.80198,-73.7998609,40.68461,Queens
803,16923,ROCKAWAY COLLEGIATE HS,All Students,4 year June,2012,101,19.80198,-73.7998609,40.68461,Queens
804,16932,AUGUST MARTIN HS,All Students,4 year August,2012,125,32.0,-73.811476,40.725285,Queens
805,16940,AUGUST MARTIN HS,All Students,4 year June,2012,125,32.0,-73.811476,40.725285,Queens
806,17046,RICHMOND HILL HS,All Students,4 year August,2012,563,18.11722,-73.7937558093,40.7406935,Queens
807,17054,RICHMOND HILL HS,All Students,4 year June,2012,563,18.11722,-73.7937558093,40.7406935,Queens
808,17093,JOHN ADAMS HS,All Students,4 year August,2012,725,15.72413,-73.7387224,40.7336845,Queens
809,17101,JOHN ADAMS HS,All Students,4 year June,2012,725,15.72413,-73.7387224,40.7336845,Queens
810,17140,HS FOR CONSTRUCTION TRADES ENGINEERING AND ARCHITE,All Students,4 year August,2012,236,0.8474576,-73.7810822314,40.77128265,Queens
811,17147,HS FOR CONSTRUCTION TRADES ENGINEERING AND ARCHITE,All Students,4 year June,2012,236,0.8474576,-73.7810822314,40.77128265,Queens
812,17188,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,All Students,4 year August,2012,114,0.0,-73.7248158,40.7412193,Queens
813,17189,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,All Students,4 year June,2012,114,0.0,-73.7248158,40.7412193,Queens
814,17190,YORK EARLY COLLEGE ACADEMY,All Students,4 year August,2012,80,1.25,-73.763754,40.601385,Queens
815,17194,YORK EARLY COLLEGE ACADEMY,All Students,4 year June,2012,80,1.25,-73.763754,40.601385,Queens
816,17206,QUEENS COLLEGIATE,All Students,4 year August,2012,93,6.451612,-73.783812,40.674642,Queens
817,17212,QUEENS COLLEGIATE,All Students,4 year June,2012,93,6.451612,-73.783812,40.674642,Queens
818,17235,HILLSIDE ARTS & LETTERS ACADEMY,All Students,4 year August,2012,121,2.479338,-73.8336533,40.5832736,Queens
819,17238,HILLSIDE ARTS & LETTERS ACADEMY,All Students,4 year June,2012,121,2.479338,-73.8336533,40.5832736,Queens
820,17247,HS FOR COMMUNITY LEADERSHIP,All Students,4 year August,2012,106,4.716981,-73.763754,40.601385,Queens
821,17251,HS FOR COMMUNITY LEADERSHIP,All Students,4 year June,2012,106,4.716981,-73.763754,40.601385,Queens
822,17264,QUEENS SATELLITE HS FOR OPPORTUNITY,All Students,4 year August,2012,94,30.85106,-73.8455848705,40.6708751,Queens
823,17270,QUEENS SATELLITE HS FOR OPPORTUNITY,All Students,4 year June,2012,94,30.85106,-73.8455848705,40.6708751,Queens
824,17294,JAMAICA GATEWAY TO THE SCIENCES,All Students,4 year August,2012,123,6.504065,-73.763754,40.601385,Queens
825,17299,JAMAICA GATEWAY TO THE SCIENCES,All Students,4 year June,2012,123,6.504065,-73.763754,40.601385,Queens
826,17315,FOREST HILLS HS,All Students,4 year August,2012,942,3.397027,-73.825288,40.584482,Queens
827,17323,FOREST HILLS HS,All Students,4 year June,2012,942,3.397027,-73.825288,40.584482,Queens
828,17403,HILLCREST HS,All Students,4 year August,2012,777,8.236808,-73.8336533,40.5832736,Queens
829,17411,HILLCREST HS,All Students,4 year June,2012,777,8.236808,-73.8336533,40.5832736,Queens
830,17450,THOMAS A EDISON CAREER AND TECHNICAL EDUCATION HS,All Students,4 year August,2012,512,1.367187,-73.783887,40.674715,Queens
831,17458,THOMAS A EDISON CAREER AND TECHNICAL EDUCATION HS,All Students,4 year June,2012,512,1.367187,-73.783887,40.674715,Queens
832,17497,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,All Students,4 year August,2012,124,0.8064516,-73.8336533,40.5832736,Queens
833,17505,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,All Students,4 year June,2012,124,0.8064516,-73.8336533,40.5832736,Queens
834,17544,QUEENS METROPOLITAN HS,All Students,4 year August,2012,292,2.054794,-73.763754,40.601385,Queens
835,17549,QUEENS METROPOLITAN HS,All Students,4 year June,2012,292,2.054794,-73.763754,40.601385,Queens
836,17565,QUEENS HS FOR THE SCIENCES AT YORK COLLEGE,All Students,4 year August,2012,105,0.9523809,-73.8339526,40.6950522,Queens
837,17573,QUEENS HS FOR THE SCIENCES AT YORK COLLEGE,All Students,4 year June,2012,105,0.9523809,-73.8339526,40.6950522,Queens
838,17609,HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY,All Students,4 year August,2012,122,2.459016,-73.8420199,40.680315,Queens
839,17617,HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY,All Students,4 year June,2012,122,2.459016,-73.8420199,40.680315,Queens
840,17653,YOUNG WOMENS LEADERSHIP SCHOOL QUEENS,All Students,4 year August,2012,64,1.5625,-73.8411508081,40.68925465,Queens
841,17659,YOUNG WOMENS LEADERSHIP SCHOOL QUEENS,All Students,4 year June,2012,64,1.5625,-73.8411508081,40.68925465,Queens
842,17682,QUEENS PREPARATORY ACADEMY,All Students,4 year August,2012,116,7.75862,-73.8535959,40.7321478,Queens
843,17690,QUEENS PREPARATORY ACADEMY,All Students,4 year June,2012,116,7.75862,-73.8535959,40.7321478,Queens
844,17723,PATHWAYS COLLEGE PREPARATORY SCHOOL,All Students,4 year August,2012,84,4.761904,-73.8558027832,40.70851925,Queens
845,17731,PATHWAYS COLLEGE PREPARATORY SCHOOL,All Students,4 year June,2012,84,4.761904,-73.8558027832,40.70851925,Queens
846,17761,EXCELSIOR PREPARATORY HS,All Students,4 year August,2012,134,6.716417,-73.786738,40.697099,Queens
847,17769,EXCELSIOR PREPARATORY HS,All Students,4 year June,2012,134,6.716417,-73.786738,40.697099,Queens
848,17802,GEORGE WASHINGTON CARVER HS FOR THE SCIENCES,All Students,4 year August,2012,131,0.7633587,-76.4955772,44.228016,Queens
849,17810,GEORGE WASHINGTON CARVER HS FOR THE SCIENCES,All Students,4 year June,2012,131,0.7633587,-76.4955772,44.228016,Queens
850,17849,PREPARATORY ACADEMY FOR WRITERS,All Students,4 year August,2012,93,2.150537,-73.798598,40.713018,Queens
851,17857,PREPARATORY ACADEMY FOR WRITERS,All Students,4 year June,2012,93,2.150537,-73.798598,40.713018,Queens
852,17887,CAMBRIA HEIGHTS ACADEMY,All Students,4 year August,2012,101,1.980198,-73.798598,40.713018,Queens
853,17891,CAMBRIA HEIGHTS ACADEMY,All Students,4 year June,2012,101,1.980198,-73.798598,40.713018,Queens
854,17924,MATHEMATICS SCIENCE RESEARCH AND TECHNOLOGY MAGNET,All Students,4 year August,2012,112,7.142857,-73.798598,40.713018,Queens
855,17932,MATHEMATICS SCIENCE RESEARCH AND TECHNOLOGY MAGNET,All Students,4 year June,2012,112,7.142857,-73.798598,40.713018,Queens
856,17971,LAW GOVERNMENT AND COMMUNITY SERVICE HS,All Students,4 year August,2012,47,14.89361,-73.8450936,40.7297049,Queens
857,17979,LAW GOVERNMENT AND COMMUNITY SERVICE HS,All Students,4 year June,2012,47,14.89361,-73.8450936,40.7297049,Queens
858,18018,BUSINESS COMPUTER APPLICATIONS & ENTREPRENEURSHIP,All Students,4 year August,2012,40,20.0,-73.798598,40.713018,Queens
859,18026,BUSINESS COMPUTER APPLICATIONS & ENTREPRENEURSHIP,All Students,4 year June,2012,40,20.0,-73.798598,40.713018,Queens
